place_i,place_j,shared_users,place_i_users,place_j_users,pci,dir_pci
MUS,SRB,21,1957,17319,3.607,1.213
GRD,IMN,1,547,2568,0.844,0.389
SWE,GTM,59,59123,9361,2.508,6.303
PRI,KAZ,19,48671,3178,1.528,5.979
TZA,CMR,36,25444,9757,2.285,3.690
FRA,EST,1287,487938,7914,20.711,162.623
JPN,REU,52,1087206,2224,1.057,23.381
SSD,CAF,3,1682,176,5.514,17.045
FJI,NCL,17,1393,346,24.487,49.133
IRN,VGB,4,14530,698,1.256,5.731
SJM,MLT,1,407,3352,0.856,0.298
GBR,PLW,13,1172344,116,1.115,112.069
LIE,SYC,2,748,534,3.165,3.745
TGO,ZMB,5,908,9787,1.677,0.511
HUN,PHL,509,30689,571031,3.845,0.891
EST,TZA,36,7914,25444,2.537,1.415
GBR,NOR,7878,1172344,31294,41.130,251.742
HKG,NIC,22,42552,3841,1.721,5.728
GRC,NAM,56,61903,2871,4.201,19.505
FIN,BHS,72,32500,7854,4.507,9.167
DEU,AUS,5906,273307,179728,26.648,32.861
LCA,AUT,34,1263,61352,3.862,0.554
GBR,IDN,9006,1172344,797242,9.316,11.296
GUM,JPN,1448,3958,1087206,22.074,1.332
LUX,MLI,5,8446,925,1.789,5.405
BLR,BTN,4,4614,727,2.184,5.502
JEY,PRT,103,2019,114156,6.785,0.902
HND,BRB,15,5203,2089,4.550,7.180
MDA,COM,2,737,104,7.224,19.231
KAZ,VEN,18,3178,71139,1.197,0.253
ERI,LBY,5,65,2753,11.820,1.816
NLD,NPL,212,191777,8375,5.290,25.313
CHN,VGB,22,150889,698,2.144,31.519
KGZ,XNC,4,983,3582,2.132,1.117
KAZ,AUT,105,3178,61352,7.520,1.711
PRI,MMR,35,48671,4807,2.288,7.281
COL,VNM,454,236920,47073,4.299,9.645
PAN,STP,2,12245,69,2.176,28.986
BHR,FIN,30,9721,32500,1.688,0.923
HKG,SWZ,6,42552,788,1.036,7.614
DEU,GEO,434,273307,4124,12.927,105.238
TJK,DZA,4,257,21587,1.698,0.185
WLF,ARE,1,4,172797,1.203,0.006
DZA,BIH,13,21587,2960,1.626,4.392
XNC,CHL,13,3582,143661,0.573,0.090
GRC,BEN,18,61903,1200,2.088,15.000
ETH,ARG,79,2741,410228,2.356,0.193
PAK,SYC,10,102573,534,1.351,18.727
EGY,VIR,30,156265,4378,1.147,6.852
TON,SEN,1,125,3434,1.526,0.291
VEN,CHE,250,71139,76384,3.391,3.273
BLZ,KOR,20,1549,111488,1.522,0.179
TCA,TZA,12,1467,25444,1.964,0.472
KEN,IRL,291,62817,107364,3.543,2.710
COL,WLF,1,236920,4,1.027,250.000
MUS,WSM,4,1957,228,5.988,17.544
VEN,ARM,10,71139,1505,0.966,6.645
BES,MEX,51,414,594386,3.251,0.086
LKA,SUR,6,7471,319,3.887,18.809
REU,IRQ,3,2224,8149,0.705,0.368
PRI,NGA,166,48671,218728,1.609,0.759
CZE,BMU,26,43191,997,3.962,26.078
GUY,GMB,4,442,542,8.172,7.380
MOZ,LKA,14,2682,7471,3.128,1.874
BGR,HUN,327,5496,30689,25.179,10.655
ASM,BIH,2,106,2960,3.571,0.676
GUM,IRQ,4,3958,8149,0.704,0.491
HND,CAN,131,5203,384644,2.928,0.341
RUS,XKO,31,136230,1164,2.462,26.632
CMR,NRU,1,9757,12,2.922,83.333
CYM,CIV,2,1631,2962,0.910,0.675
BLR,TTO,1,4614,2571,0.290,0.389
NIC,BEN,4,3841,1200,1.863,3.333
ESP,PSE,509,612306,3954,10.345,128.730
LBR,ISR,12,635,10149,4.727,1.182
MLI,PLW,1,925,116,3.053,8.621
GRC,XKO,85,61903,1164,10.014,73.024
TUR,MSR,2,717647,77,0.269,25.974
AUT,MMR,101,61352,4807,5.881,21.011
BOL,TLS,2,5771,218,1.783,9.174
MAR,SWZ,5,35288,788,0.948,6.345
ESP,ZWE,265,612306,13401,2.925,19.775
BDI,CUB,5,289,6315,3.701,0.792
MLT,JPN,206,3352,1087206,3.412,0.189
NCL,COD,3,346,4194,2.490,0.715
STP,STP,69,69,69,1000.000,1000.000
CYM,KEN,13,1631,62817,1.284,0.207
SWE,LCA,22,59123,1263,2.546,17.419
PER,CAF,6,81652,176,1.583,34.091
ALA,ROU,7,444,18903,2.416,0.370
ATG,GLP,22,1084,1022,20.902,21.526
ECU,TWN,89,61055,61165,1.456,1.455
POL,TCA,15,58288,1467,1.622,10.225
ESP,EST,1371,612306,7914,19.695,173.237
FJI,SYR,4,1393,1493,2.774,2.679
NOR,SOM,8,31294,1345,1.233,5.948
ZMB,UZB,4,9787,1596,1.012,2.506
HUN,BTN,7,30689,727,1.482,9.629
BGD,LBY,18,38564,2753,1.747,6.538
RUS,RUS,136230,136230,136230,1000.000,1000.000
CYP,PRT,231,4285,114156,10.444,2.024
MYT,MYS,1,123,300914,0.164,0.003
GUM,MAR,11,3958,35288,0.931,0.312
EGY,PRI,183,156265,48671,2.098,3.760
CRI,XNC,8,27611,3582,0.804,2.233
IDN,BGR,226,797242,5496,3.414,41.121
RUS,TJK,64,136230,257,10.816,249.027
HRV,DOM,94,9250,46940,4.511,2.003
LBY,LBY,2753,2753,2753,1000.000,1000.000
CUB,KAZ,20,6315,3178,4.464,6.293
SEN,ESP,195,3434,612306,4.253,0.318
LAO,GTM,19,2983,9361,3.596,2.030
UKR,IMN,7,19011,2568,1.002,2.726
MNG,FRO,3,2244,272,3.840,11.029
BEL,MYS,1123,96930,300914,6.576,3.732
ARE,ALB,78,172797,1755,4.479,44.444
PHL,UZB,43,571031,1596,1.424,26.942
DOM,TGO,5,46940,908,0.766,5.507
UKR,MAR,166,19011,35288,6.409,4.704
TTO,DNK,19,2571,38106,1.920,0.499
AND,BDI,2,4256,289,1.803,6.920
VUT,HUN,7,199,30689,2.833,0.228
GRC,AZE,102,61903,4083,6.416,24.982
COG,GEO,6,1963,4124,2.109,1.455
BRA,BES,36,1284039,414,1.561,86.957
TJK,CIV,2,257,2962,2.292,0.675
TKM,TZA,4,188,25444,1.829,0.157
TON,TUN,1,125,3690,1.472,0.271
BES,MLT,3,414,3352,2.547,0.895
NER,JPN,13,518,1087206,0.548,0.012
DOM,ERI,2,46940,65,1.145,30.769
GBR,PRT,25307,1172344,114156,69.177,221.688
IND,PRI,470,869366,48671,2.285,9.657
MDG,ECU,25,754,61055,3.685,0.409
MUS,UKR,28,1957,19011,4.591,1.473
SWZ,BLR,2,788,4614,1.049,0.433
CIV,PAK,18,2962,102573,1.033,0.175
KEN,HND,25,62817,5203,1.383,4.805
GRD,CUB,20,547,6315,10.761,3.167
GBR,MDA,131,1172344,737,4.457,177.748
PSE,ETH,29,3954,2741,8.809,10.580
CRI,LVA,31,27611,9833,1.881,3.153
CIV,ECU,16,2962,61055,1.190,0.262
BIH,GRC,241,2960,61903,17.804,3.893
NRU,BGR,1,12,5496,3.894,0.182
ARG,VCT,10,410228,373,0.808,26.810
CYP,VCT,5,4285,373,3.955,13.405
TON,SDN,1,125,15075,0.728,0.066
ERI,MAR,8,65,35288,5.282,0.227
IRN,BHS,26,14530,7854,2.434,3.310
BRN,DNK,9,1425,38106,1.221,0.236
NLD,PRI,603,191777,48671,6.241,12.389
ARM,PHL,128,1505,571031,4.366,0.224
WSM,CMR,1,228,9757,0.670,0.102
SPM,ARE,1,21,172797,0.525,0.006
HUN,STP,1,30689,69,0.687,14.493
ETH,BHS,29,2741,7854,6.250,3.692
GRC,DEU,7010,61903,273307,53.894,25.649
GUY,SVK,2,442,3599,1.586,0.556
CZE,TGO,8,43191,908,1.277,8.811
UKR,BRN,8,19011,1425,1.537,5.614
BEN,GEO,4,1200,4124,1.798,0.970
PYF,MOZ,2,766,2682,1.395,0.746
NIC,DEU,96,3841,273307,2.963,0.351
NLD,SLB,7,191777,74,1.858,94.595
PAN,MLI,7,12245,925,2.080,7.568
SVN,MLT,59,3390,3352,17.503,17.601
LAO,SGP,264,2983,75983,17.536,3.474
PRY,IDN,107,39492,797242,0.603,0.134
SWE,GUM,15,59123,3958,0.981,3.790
AUT,CPV,34,61352,948,4.458,35.865
TUN,ALB,23,3690,1755,9.038,13.105
NLD,SDN,127,191777,15075,2.362,8.425
ARG,TTO,50,410228,2571,1.540,19.448
SEN,SYR,3,3434,1493,1.325,2.009
CHN,BHS,174,150889,7854,5.054,22.154
TJK,CUB,5,257,6315,3.925,0.792
CAN,MTQ,97,384644,991,4.968,97.881
QAT,NZL,224,38118,29647,6.663,7.556
SYR,ZMB,6,1493,9787,1.570,0.613
SMR,TWN,9,869,61165,1.234,0.147
BEL,DNK,2957,96930,38106,48.655,77.599
LTU,MEX,158,5816,594386,2.687,0.266
RUS,HUN,1436,136230,30689,22.209,46.792
TON,ZAF,4,125,180112,0.843,0.022
TWN,AUT,630,61165,61352,10.284,10.269
KWT,SGP,293,110415,75983,3.199,3.856
VUT,BFA,1,199,508,3.145,1.969
THA,PYF,77,349012,766,4.709,100.522
MMR,GRC,135,4807,61903,7.826,2.181
BFA,USA,79,508,4704692,1.616,0.017
MAR,SAU,1149,35288,517797,8.500,2.219
ERI,ERI,65,65,65,1000.000,1000.000
PSE,SOM,10,3954,1345,4.336,7.435
ALA,TUR,15,444,717647,0.840,0.021
HUN,GBR,8334,30689,1172344,43.937,7.109
LBN,SYC,7,6368,534,3.796,13.109
ERI,GHA,5,65,56052,2.619,0.089
BRN,SWE,13,1425,59123,1.416,0.220
GRD,KEN,16,547,62817,2.730,0.255
SDN,LBR,5,15075,635,1.616,7.874
NLD,GRL,63,191777,447,6.804,140.940
MLI,MDA,2,925,737,2.422,2.714
ARG,KHM,176,410228,5940,3.565,29.630
MLI,MOZ,9,925,2682,5.714,3.356
GAB,ITA,59,1522,302492,2.750,0.195
RUS,GAB,28,136230,1522,1.945,18.397
IRN,IRL,67,14530,107364,1.696,0.624
POL,PRI,148,58288,48671,2.779,3.041
POL,TUN,89,58288,3690,6.069,24.119
AZE,GAB,5,4083,1522,2.006,3.285
FIN,SMR,36,32500,869,6.774,41.427
GMB,BRA,18,542,1284039,0.682,0.014
LIE,BTN,1,748,727,1.356,1.376
BEN,IND,53,1200,869366,1.641,0.061
ETH,IRL,62,2741,107364,3.614,0.577
LCA,VNM,25,1263,47073,3.242,0.531
BMU,BEL,19,997,96930,1.933,0.196
BFA,SWE,8,508,59123,1.460,0.135
BGD,GUM,8,38564,3958,0.648,2.021
BGD,DZA,74,38564,21587,2.565,3.428
HTI,TON,1,2693,125,1.724,8.000
LTU,SWZ,2,5816,788,0.934,2.538
PYF,DOM,27,766,46940,4.503,0.575
URY,TZA,25,48468,25444,0.712,0.983
KGZ,GTM,8,983,9361,2.637,0.855
SSD,TGO,4,1682,908,3.237,4.405
SGP,IMN,26,75983,2568,1.861,10.125
LAO,ITA,178,2983,302492,5.926,0.588
CYP,NOR,102,4285,31294,8.808,3.259
ALA,ZAF,8,444,180112,0.895,0.044
ISR,GHA,76,10149,56052,3.186,1.356
CZE,CYM,22,43191,1631,2.621,13.489
BEL,BOL,97,96930,5771,4.101,16.808
JPN,USA,47099,1087206,4704692,20.825,10.011
COD,SOM,10,4194,1345,4.210,7.435
MNE,PYF,8,1771,766,6.869,10.444
SLV,DEU,274,19968,273307,3.709,1.003
GUY,FRA,36,442,487938,2.451,0.074
RUS,NGA,447,136230,218728,2.590,2.044
PRK,GHA,5,450,56052,0.996,0.089
PNG,CUB,2,451,6315,1.185,0.317
AZE,NGA,55,4083,218728,1.840,0.251
TUR,GUY,7,717647,442,0.393,15.837
CHN,GEO,149,150889,4124,5.973,36.130
ERI,JPN,8,65,1087206,0.952,0.007
NLD,VIR,106,191777,4378,3.658,24.212
EGY,TCA,32,156265,1467,2.114,21.813
COG,SYR,6,1963,1493,3.505,4.019
ESH,MNG,1,555,2244,0.896,0.446
TTO,AND,6,2571,4256,1.814,1.410
MWI,NOR,8,1396,31294,1.210,0.256
BMU,SDN,4,997,15075,1.032,0.265
ZMB,IRL,54,9787,107364,1.666,0.503
MWI,PLW,1,1396,116,2.485,8.621
BEN,BHS,9,1200,7854,2.932,1.146
USA,CUB,2814,4704692,6315,16.326,445.606
BGR,LBR,5,5496,635,2.676,7.874
MNE,UZB,10,1771,1596,5.948,6.266
LBN,MOZ,17,6368,2682,4.114,6.339
WSM,BLR,3,228,4614,2.925,0.650
MDA,XKO,11,737,1164,11.876,9.450
AFG,SSD,3,1444,1682,1.925,1.784
BHR,GAB,3,9721,1522,0.780,1.971
JAM,PRK,9,8567,450,4.584,20.000
PRT,XAD,8,114156,135,2.038,59.259
LBN,MDA,17,6368,737,7.847,23.066
ETH,GEO,17,2741,4124,5.056,4.122
MYS,PER,485,300914,81652,3.094,5.940
BLR,MWI,2,4614,1396,0.788,1.433
TJK,ITA,25,257,302492,2.835,0.083
IDN,DZA,233,797242,21587,1.776,10.794
DMA,ETH,5,246,2741,6.089,1.824
SLB,AZE,1,74,4083,1.819,0.245
QAT,LUX,71,38118,8446,3.957,8.406
IRN,IND,378,14530,869366,3.363,0.435
CPV,TWN,11,948,61165,1.445,0.180
BOL,OMN,18,5771,40057,1.184,0.449
PRI,BEN,4,48671,1200,0.523,3.333
LBN,DOM,48,6368,46940,2.776,1.023
SPM,ISR,2,21,10149,4.332,0.197
ZWE,CUB,21,13401,6315,2.283,3.325
PHL,MUS,79,571031,1957,2.363,40.368
MLT,CIV,11,3352,2962,3.491,3.714
LKA,AND,9,7471,4256,1.596,2.115
MRT,MLT,2,429,3352,1.668,0.597
DMA,TKM,1,246,188,4.650,5.319
VGB,COD,4,698,4194,2.338,0.954
GHA,MYS,182,56052,300914,1.401,0.605
BMU,AGO,2,997,2537,1.258,0.788
ITA,ARE,7172,302492,172797,31.370,41.505
MLI,BDI,4,925,289,7.736,13.841
XKO,HRV,57,1164,9250,17.371,6.162
KHM,IDN,910,5940,797242,13.224,1.141
BEN,NCL,2,1200,346,3.104,5.780
MYS,SLV,55,300914,19968,0.710,2.754
OMN,VEN,30,40057,71139,0.562,0.422
CMR,ARE,127,9757,172797,3.093,0.735
LBN,CAN,285,6368,384644,5.759,0.741
CHL,BES,14,143661,414,1.815,33.816
LBR,LTU,1,635,5816,0.520,0.172
GAB,JAM,11,1522,8567,3.046,1.284
JAM,FIN,45,8567,32500,2.697,1.385
SDN,NAM,12,15075,2871,1.824,4.180
POL,TON,1,58288,125,0.370,8.000
HTI,TUN,6,2693,3690,1.903,1.626
FIN,PSE,70,32500,3954,6.175,17.704
VNM,IMN,22,47073,2568,2.001,8.567
TON,BEL,5,125,96930,1.436,0.052
MNG,SUR,2,2244,319,2.364,6.270
VNM,QAT,451,47073,38118,10.647,11.832
MDA,NAM,4,737,2871,2.750,1.393
UZB,USA,226,1596,4704692,2.608,0.048
LCA,TWN,13,1263,61165,1.479,0.213
GAB,KEN,33,1522,62817,3.375,0.525
CAF,EGY,14,176,156265,2.670,0.090
PRK,MAR,11,450,35288,2.760,0.312
FRA,IRL,10404,487938,107364,45.456,96.904
LSO,COD,9,753,4194,5.064,2.146
HND,HTI,15,5203,2693,4.007,5.570
STP,GUY,1,69,442,5.726,2.262
MTQ,FIN,12,991,32500,2.114,0.369
LVA,FSM,2,9833,50,2.852,40.000
KAZ,PAN,11,3178,12245,1.763,0.898
ZWE,CIV,11,13401,2962,1.746,3.714
ALA,SDN,1,444,15075,0.387,0.066
BHS,SYC,18,7854,534,8.789,33.708
COD,ETH,51,4194,2741,15.042,18.606
CHN,AUS,3907,150889,179728,23.725,21.738
SLE,CHN,20,638,150889,2.038,0.133
SLE,FRA,50,638,487938,2.834,0.102
MMR,BIH,25,4807,2960,6.628,8.446
ZWE,JAM,35,13401,8567,3.267,4.085
SSD,DZA,21,1682,21587,3.485,0.973
POL,NIC,28,58288,3841,1.871,7.290
AZE,MNE,27,4083,1771,10.041,15.246
AZE,JEY,4,4083,2019,1.393,1.981
ISL,GHA,32,5949,56052,1.752,0.571
BEL,AND,235,96930,4256,11.570,55.216
HUN,MWI,11,30689,1396,1.681,7.880
SWZ,CMR,1,788,9757,0.361,0.102
GRD,CAF,3,547,176,9.669,17.045
GUM,POL,17,3958,58288,1.119,0.292
ZAF,MEX,1504,180112,594386,4.597,2.530
NAM,JPN,79,2871,1087206,1.414,0.073
TKM,PAN,2,188,12245,1.318,0.163
ESH,TCA,3,555,1467,3.325,2.045
GNQ,ARM,3,196,1505,5.524,1.993
THA,GRD,34,349012,547,2.461,62.157
BOL,CRI,113,5771,27611,8.952,4.093
ZWE,KEN,435,13401,62817,14.993,6.925
HTI,GRL,1,2693,447,0.911,2.237
SMR,VNM,15,869,47073,2.345,0.319
IRL,KWT,352,107364,110415,3.233,3.188
HTI,AGO,9,2693,2537,3.443,3.547
HKG,SOM,6,42552,1345,0.793,4.461
USA,BMU,779,4704692,997,11.374,781.344
GMB,PRK,3,542,450,6.075,6.667
MAC,SOM,1,4155,1345,0.423,0.743
ZAF,NIC,39,180112,3841,1.483,10.154
JPN,MYS,9229,1087206,300914,16.135,30.670
PAK,LKA,118,102573,7471,4.263,15.794
MDG,CHN,59,754,150889,5.531,0.391
BFA,GRL,2,508,447,4.197,4.474
TKM,IRL,5,188,107364,1.113,0.047
COD,LUX,18,4194,8446,3.024,2.131
VIR,KNA,104,4378,641,62.082,162.246
TKM,SVN,6,188,3390,7.516,1.770
TUN,SVK,30,3690,3599,8.232,8.336
SLV,BTN,3,19968,727,0.787,4.127
CHE,PSE,168,76384,3954,9.667,42.489
MYT,NLD,5,123,191777,1.029,0.026
BMU,MRT,2,997,429,3.058,4.662
BHS,BEN,9,7854,1200,2.932,7.500
KHM,MMR,241,5940,4807,45.101,50.135
GLP,REU,24,1022,2224,15.919,10.791
LKA,MAC,26,7471,4155,4.667,6.258
AUT,EGY,939,61352,156265,9.590,6.009
GNQ,CAN,9,196,384644,1.037,0.023
DOM,LTU,33,46940,5816,1.997,5.674
WSM,CUB,8,228,6315,6.667,1.267
BLR,FIN,125,4614,32500,10.208,3.846
PYF,LBN,6,766,6368,2.717,0.942
RUS,LKA,221,136230,7471,6.927,29.581
LUX,PRK,6,8446,450,3.078,13.333
ITA,SVK,788,302492,3599,23.882,218.950
PAN,MMR,32,12245,4807,4.171,6.657
PRI,STP,1,48671,69,0.546,14.493
IND,THA,6683,869366,349012,12.132,19.148
FRA,ZMB,216,487938,9787,3.126,22.070
GLP,GLP,1022,1022,1022,1000.000,1000.000
ZWE,KOR,50,13401,111488,1.294,0.448
ARG,MNE,48,410228,1771,1.781,27.103
SOM,BLR,1,1345,4614,0.401,0.217
TWN,ESH,5,61165,555,0.858,9.009
KWT,PAK,261,110415,102573,2.453,2.545
BWA,KEN,114,2692,62817,8.767,1.815
TCD,ESH,1,308,555,2.419,1.802
SAU,GRD,3,517797,547,0.178,5.484
UZB,TUR,237,1596,717647,7.003,0.330
RWA,AFG,7,2415,1444,3.748,4.848
MRT,SRB,8,429,17319,2.935,0.462
BRN,PRI,5,1425,48671,0.600,0.103
NOR,KWT,173,31294,110415,2.943,1.567
NAM,CRI,27,2871,27611,3.033,0.978
MRT,UGA,5,429,20930,1.669,0.239
BRN,TUN,9,1425,3690,3.925,2.439
KAZ,PRY,10,3178,39492,0.893,0.253
CZE,JOR,309,43191,27790,8.919,11.119
KAZ,IRL,41,3178,107364,2.220,0.382
VIR,FSM,1,4378,50,2.137,20.000
BWA,FRA,117,2692,487938,3.228,0.240
BWA,CHN,49,2692,150889,2.431,0.325
KAZ,SVN,28,3178,3390,8.531,8.260
LVA,CHE,427,9833,76384,15.581,5.590
CRI,ECU,431,27611,61055,10.497,7.059
RWA,ESP,84,2415,612306,2.184,0.137
MOZ,RUS,45,2682,136230,2.354,0.330
LVA,ARM,33,9833,1505,8.578,21.927
OMN,SLV,6,40057,19968,0.212,0.300
VEN,TTO,79,71139,2571,5.841,30.727
SAU,ISL,58,517797,5949,1.045,9.750
KGZ,ISR,22,983,10149,6.965,2.168
COD,FRO,5,4194,272,4.681,18.382
EST,ARG,148,7914,410228,2.597,0.361
MDG,POL,35,754,58288,5.280,0.600
BRN,SDN,1,1425,15075,0.216,0.066
JPN,YEM,15,1087206,1355,0.391,11.070
SWE,LTU,511,59123,5816,27.557,87.861
ARG,NGA,320,410228,218728,1.068,1.463
TON,DNK,2,125,38106,0.916,0.052
LAO,ARE,104,2983,172797,4.581,0.602
MYS,SHN,2,300914,29,0.677,68.966
NZL,TGO,4,29647,908,0.771,4.405
AUT,STP,3,61352,69,1.458,43.478
MOZ,BRA,232,2682,1284039,3.953,0.181
NGA,YEM,11,218728,1355,0.639,8.118
BGD,OMN,109,38564,40057,2.773,2.721
HKG,FRO,15,42552,272,4.409,55.147
BEL,MAC,96,96930,4155,4.784,23.105
MKD,IDN,93,1634,797242,2.577,0.117
DZA,ISL,19,21587,5949,1.677,3.194
VIR,DOM,191,4378,46940,13.324,4.069
ISR,LIE,12,10149,748,4.355,16.043
USA,ISR,3854,4704692,10149,17.637,379.742
LUX,CPV,7,8446,948,2.474,7.384
BGD,MTQ,4,38564,991,0.647,4.036
GNQ,MDA,2,196,737,5.262,2.714
PRK,LIE,2,450,748,3.447,2.674
TWN,ARG,325,61165,410228,2.052,0.792
NGA,BEL,479,218728,96930,3.290,4.942
GIN,VUT,1,1066,199,2.171,5.025
XKO,IMN,2,1164,2568,1.157,0.779
CUB,KHM,72,6315,5940,11.756,12.121
LKA,AGO,11,7471,2537,2.527,4.336
EST,ESH,5,7914,555,2.386,9.009
SWE,JOR,195,59123,27790,4.811,7.017
PRT,POL,2284,114156,58288,28.000,39.185
LKA,GRL,12,7471,447,6.567,26.846
SSD,NRU,1,1682,12,7.039,83.333
BHR,KHM,19,9721,5940,2.500,3.199
LBY,CMR,8,2753,9757,1.544,0.820
PAN,GUF,9,12245,303,4.672,29.703
CYM,LTU,4,1631,5816,1.299,0.688
ASM,ISL,3,106,5949,3.778,0.504
KEN,AUT,402,62817,61352,6.475,6.552
VNM,LIE,25,47073,748,4.213,33.422
CIV,CUB,17,2962,6315,3.931,2.692
UGA,TLS,3,20930,218,1.404,13.761
BGR,DOM,46,5496,46940,2.864,0.980
MUS,ATG,11,1957,1084,7.552,10.148
LIE,MMR,3,748,4807,1.582,0.624
KOR,LVA,121,111488,9833,3.655,12.306
ECU,EST,41,61055,7914,1.865,5.181
KHM,GNB,4,5940,98,5.243,40.816
KGZ,BLR,32,983,4614,15.026,6.935
SWZ,CAF,1,788,176,2.685,5.682
MSR,GBR,22,77,1172344,2.316,0.019
GRD,CMR,6,547,9757,2.597,0.615
WSM,CIV,3,228,2962,3.651,1.013
DOM,IRN,30,46940,14530,1.149,2.065
CZE,FJI,24,43191,1393,3.094,17.229
ARM,NGA,24,1505,218728,1.323,0.110
ESP,TWN,1351,612306,61165,6.981,22.088
GMB,TCD,4,542,308,9.790,12.987
XNC,CYP,534,3582,4285,136.302,124.621
YEM,XNC,2,1355,3582,0.908,0.558
ERI,KGZ,1,65,983,3.956,1.017
UZB,YEM,6,1596,1355,4.080,4.428
GHA,BEL,396,56052,96930,5.372,4.085
DZA,VGB,1,21587,698,0.258,1.433
LKA,TUN,42,7471,3690,7.999,11.382
GUF,BRN,1,303,1425,1.522,0.702
LIE,MNE,8,748,1771,6.951,4.517
KNA,ZWE,4,641,13401,1.365,0.298
EGY,SJM,9,156265,407,1.129,22.113
PRT,FRA,16922,114156,487938,71.700,34.681
HRV,BRA,499,9250,1284039,4.579,0.389
NRU,HRV,1,12,9250,3.002,0.108
GRC,PLW,4,61903,116,1.493,34.483
ISR,VUT,7,10149,199,4.926,35.176
IRL,NIC,34,107364,3841,1.674,8.852
BHS,BRA,463,7854,1284039,4.610,0.361
VIR,MOZ,2,4378,2682,0.584,0.746
PRI,SYC,12,48671,534,2.354,22.472
EST,LAO,19,7914,2983,3.910,6.369
RWA,SYR,6,2415,1493,3.160,4.019
ESP,PAN,980,612306,12245,11.318,80.033
XAD,LUX,1,135,8446,0.936,0.118
JAM,BDI,6,8567,289,3.813,20.761
KGZ,PAK,29,983,102573,2.888,0.283
OMN,VGB,5,40057,698,0.946,7.163
JEY,KAZ,1,2019,3178,0.395,0.315
MDA,PRT,39,737,114156,4.252,0.342
BOL,QAT,35,5771,38118,2.360,0.918
SMR,BHS,2,869,7854,0.766,0.255
ATG,ATG,1084,1084,1084,1000.000,1000.000
LTU,URY,28,5816,48468,1.668,0.578
LKA,YEM,10,7471,1355,3.143,7.380
BLZ,TGO,1,1549,908,0.843,1.101
MNG,SEN,5,2244,3434,1.801,1.456
BTN,JEY,1,727,2019,0.825,0.495
BWA,GGY,2,2692,1036,1.198,1.931
LSO,AFG,2,753,1444,1.918,1.385
JAM,EGY,146,8567,156265,3.990,0.934
BRN,TUR,39,1425,717647,1.220,0.054
TUR,HUN,2043,717647,30689,13.766,66.571
IMN,COG,2,2568,1963,0.891,1.019
COD,BGD,63,4194,38564,4.954,1.634
COL,EST,106,236920,7914,2.448,13.394
VIR,BWA,4,4378,2692,1.165,1.486
ARE,FRA,10625,172797,487938,36.591,21.775
ARM,DEU,190,1505,273307,9.368,0.695
BEL,TUR,3604,96930,717647,13.665,5.022
SYR,ESP,88,1493,612306,2.911,0.144
CMR,GTM,10,9757,9361,1.046,1.068
IMN,BHS,4,2568,7854,0.891,0.509
SYR,SVN,6,1493,3390,2.667,1.770
EGY,COL,523,156265,236920,2.718,2.207
NIC,KHM,17,3841,5940,3.559,2.862
GMB,GBR,104,542,1172344,4.126,0.089
FRA,COD,480,487938,4194,10.611,114.449
LIE,AZE,4,748,4083,2.289,0.980
CRI,ALB,19,27611,1755,2.729,10.826
NGA,GRL,11,218728,447,1.112,24.609
PAK,DEU,832,102573,273307,4.969,3.044
NLD,AND,260,191777,4256,9.101,61.090
SMR,COG,1,869,1963,0.766,0.509
KWT,ISR,71,110415,10149,2.121,6.996
BFA,TUR,28,508,717647,1.466,0.039
BGR,BWA,13,5496,2692,3.380,4.829
AUS,JOR,408,179728,27790,5.773,14.682
TWN,UZB,36,61165,1596,3.644,22.556
AFG,GIN,2,1444,1066,1.612,1.876
CHN,MNP,22,150889,269,3.453,81.784
LSO,SVN,4,753,3390,2.504,1.180
TCD,PSE,3,308,3954,2.718,0.759
SMR,NCL,1,869,346,1.824,2.890
IMN,IRL,206,2568,107364,12.406,1.919
MDA,DOM,14,737,46940,2.380,0.298
MKD,PHL,58,1634,571031,1.899,0.102
AZE,MLI,5,4083,925,2.573,5.405
SVN,WSM,3,3390,228,3.412,13.158
ITA,SGP,3041,302492,75983,20.059,40.022
FRO,PSE,4,272,3954,3.857,1.012
MMR,BHS,30,4807,7854,4.882,3.820
MAC,WSM,3,4155,228,3.082,13.158
ARG,GAB,21,410228,1522,0.840,13.798
ISR,CRI,108,10149,27611,6.452,3.911
SMR,PRY,4,869,39492,0.683,0.101
GRC,HTI,25,61903,2693,1.936,9.283
PRI,MWI,5,48671,1396,0.607,3.582
ETH,ZMB,61,2741,9787,11.777,6.233
TGO,ESH,3,908,555,4.226,5.405
OMN,GRD,2,40057,547,0.427,3.656
CRI,TLS,2,27611,218,0.815,9.174
ARE,POL,1391,172797,58288,13.860,23.864
SLV,PLW,1,19968,116,0.657,8.621
COD,SRB,27,4194,17319,3.168,1.559
COD,UGA,145,4194,20930,15.476,6.928
ISR,CZE,321,10149,43191,15.332,7.432
IDN,IRN,237,797242,14530,2.202,16.311
GGY,AUS,37,1036,179728,2.712,0.206
AZE,KHM,29,4083,5940,5.889,4.882
BIH,CYP,28,2960,4285,7.862,6.534
PRY,GUF,2,39492,303,0.578,6.601
TCD,HKG,9,308,42552,2.486,0.212
SAU,PER,166,517797,81652,0.807,2.033
SRB,SMR,24,17319,869,6.186,27.618
QAT,NLD,1120,38118,191777,13.099,5.840
BIH,PRY,15,2960,39492,1.387,0.380
